租赁方式,户型,面积,装修,朝向,高低,楼层,小区名,区域,次级区域,详细地址,详情,亮点,描述,URL,价格,周期,押金
整租,2室1厅1卫,70,精装修,南,中层,6层,成府路20号院,海淀,五道口,"
                                成府路20号                            ", 床 衣柜 沙发 冰箱 洗衣机 空调 热水器 宽带 阳台 , 邻地铁 配套齐全 精装修 ,"房源描述成立于2000年，以房屋租赁、二手房买卖、房产委托过户、个人房产金融服务为一体的全国知名的大型品牌经纪企业。拥有1100多个店组覆盖整个北京，为您提供更的房源和更专业的服务！五道口区，五道口旗舰店c组；置业程铭；服务监督电话：陌生的城市,陌生的人群,或许每个人更需要心灵的港湾,[家]就显得如此的温馨,拎包即可入住！！！！
成府路20号院，小区环境幽雅，出租朝南
周边公交：展春园西路(公交站),北京语言(公交站),展春桥北(公交站),地铁五道口站(公交站),王庄路南口(公交站),五道口公交场站(公交站),桥(公交站),北京航空航天北门(公交站),荷清路南口(公交站),北京城市(公交站),五道口(公交站),成府路口西(公交站),王庄路北口(公交站),桥西(公交站),大石桥南(公交站),大运村路北口(公交站),东升园(公交站),成府路口南(公交站),保福寺桥北(公交站),清华东路西口(公交站)
附近地铁：五道口(地铁站)
全配新小区，本小区内：环境优美，设施齐全，全新装修，周边配套齐全，交通四通八达，房间舒适安全，适合白领，学生，居住的好地。
周围商店：华联商厦(五道口店),五道口购物中心,wdk购物中心,西街1号,五道口购物广场,北京红阳盛世商贸中心

 ——咨询热线：.温馨提示：1.选择大型中介和专业的置业专家会使您的安家路程更加顺利！2.“订金”与“定金”区别，订金不存在法律责任可以全额返还，定金具有法律责任买方违约不返还，卖方违约需双倍返还！——幸福生活，只因！           ",https://bj.58.com/zufang/37372005181078x.shtml,6600,元/月,押一付三
整租,2室2厅1卫,70,精装修,南北,低层,6层,竹园小区,海淀,马连洼,"
                                马连洼北路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 邻地铁 配套齐全 精装修 ,房源描述1、地理位置非常好，交通便利 2、交通便利，附近公交很方便，地铁也有，上班的话，节约了您的步行时间。3、购物方便，附近大中型超市很多，您可以买日常所必须，买菜也很方便，周围配套应有尽有。 4、小区环境好，管理成熟。区内有物业部门实行专业管理，管理有序规范。免、无物业费。房源价值：房子价格在周边以及同等房间，房子价格*便宜合适，超值。5、家具家电齐全，可根据您的需求配置家具家电！！！！ 6、南北通透采光好，有整体厨房，油烟机、整体橱柜、热水淋浴器、坐便、卧室双人大床电脑桌、大衣柜、空调、整片暖气，所有设施均为全新的，100兆光纤入户，停车，晾衣，设施齐全，精装拎包入住，7、周边有大型超市，农贸市场，菜市场，商圈成熟。 8、24小时保安、*走廊*，管理体系完善，居住环境十分安全。 ,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33_MWn1K0-zoTZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0SJZKomGJB6BU-gRQo0LVe5yBP1ZKMCGY1Rn5NQ5lchmVJ-I65hPfP8eEvZYetOdm772LkDJkdp34ukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0XjzU8UwjvaF23k7Lb9GLou2kgnTnuV4ut2oMzJts5psgUmMYZH-DENLw&pubid=63407548&apptype=0&psid=131535000203461680494478634&entinfo=37369115813029_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,6500,元/月,押一付三
整租,1室0厅1卫,20,精装修,南,高层,10层,西二旗铭科苑,海淀,西二旗,"
                                安宁庄西路29号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 独立卫生间 , 押一付一 配套齐全 精装修 ,房源描述.位置好距离城铁十分钟，坐公交一站地，免费班车两分钟到城铁，极大的方便了出行。2.正规小区，精装全齐，如图所示，配置那是相当的齐全，有席梦思的大床，全自动洗衣机，加热快的热水器，整体组合衣柜，真真的做到了合租的价格，一居的享受。3.还有一点，实木地板的装修，高大上有木有。4.小区周围有很多小吃，极大的满足了日常的三餐，选择性之大之广。还有超市，5.还有重要的一点，想做饭的朋友们有福了，距离小区50米的地方有菜市场，菜的种类之多，选择性之广，对于热爱美食的朋友那是相当的方便。6.重要的是这里的环境非常好，是一个聚财纳福之地。空气质量非常好。这么好的小区，配置如此齐全的房间，你还在等什么！7.拎包就可入住的精装温馨公寓，你值得拥有。 ,https://short.58.com/zd_p/de628920-9e8d-4321-be71-c5b2366d7c9a/?target=dc-16-xgk_hvimob_80574142071897q-feykn&end=end,1000,元/月,押一付一
整租,3室2厅2卫,122, ,南北,中层,9层,中海枫涟山庄,海淀,西北旺,"
                                永丰路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 已传房本 配套齐全 精装修 南北通透 有阳台 首次出租 随时看房 ,"出租要求

一家人
一年起租
租户稳定
作息正常
",https://bj.58.com/zufang/37348213151875x.shtml,11000,元/月,押一付三
整租,2室1厅1卫,100,精装修,南北,中层,12层,上地佳园,海淀,上地,"
                                上地东二路                            ", 衣柜 沙发 洗衣机 空调 可做饭 , 精装修 ,房源描述上地佳园100平，大2居。中间层，带电梯。短期出租房，价格不贵，随时看有钥匙，业主直签，包物业取暖，随时看房,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33WN6ZMtPwHGzZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0TZ1uzSqpdpTaHpu_9QR7ceyBP1ZKMCGY2fYk93OC8BpZVljcYYrBMOeEvZYetOdm5zKlTC3QnAFIukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0Xj3nRepdOdywVrnilGnY2nRkgnTnuV4ut2oMzJts5psgXNS4V26mPj6g&pubid=63592723&apptype=0&psid=191242439203461695707516265&entinfo=37387247584779_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,7000,元/月,押一付三
整租,3室2厅2卫,146,精装修,东南,中层,26层,中海馥园,海淀,增光路,"
                                增光路37号                            ", 冰箱 , 精装修 ,房源描述 真房源 真服务此房在的房源编号为：3 6 2 9 5 7 8 5，可登录官网或拨打我要屋热线查询！【 房源】秉着“、、定制”的基本理念全心全意为客户服务！房源亮点1.【经典户型】：正规两居室，146平米，精装修，全南格局，温馨舒适，适宜居住。2.【解析】：房子位于中海馥园，环境安静优雅，绿化面积大，管理完善，花园式小区，带固定车位，是理想的居所。3.【交通出行】：地理位置优越，交通方便，白石桥南地铁，附近公交线路众多，外出十分方便。4.【配套齐全】：屋内家具家电齐全，有钥匙随时看房，周边配套设施完善，餐饮，，，，公园等等，生活十分方便5.【业主情况】：业主好沟通。希望找稳定租户，爱惜房子，有意可来电咨询，自我介绍我是来自主语城店的置业顾问朱志斌，从事经纪行业2年，主要服务【增光路，花园桥】等小区。客户满意，是我的职业追求，我相信，拥有专业的知识及真诚的服务才能获得共赢。                            ,https://bj.58.com/zufang/37410004093575x.shtml,16000,元/月,押一付三
整租,2室1厅1卫,69, ,西,低层,7层,亿城西山公馆,海淀,上地,"
                                软件园二号路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 有阳台 首次出租 随时看房 ,"出租要求

禁止养宠物
租户稳定
一年起租
",https://bj.58.com/zufang/37404417479316x.shtml,9500,元/月,半年付
整租,2室1厅1卫,68,精装修,南,中层,16层,甘家口小区,海淀,甘家口,"
                                甘百路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述房子是正规二居室 业主头次出租 木地板装修 整体厨房 朝南向的  找爱惜房子的一家人居住 屋里家用电器齐全 电视 冰箱 洗衣机 空调 热水器 床 衣柜 沙发 茶几 一应俱全 可随时入住 小区环境优雅 非常的安静安全 周边交通购物便利 紧邻 地铁9号线白堆子 海军总医院 北京实验小学 中建大厦 超市发超市 甘家口大厦 玉渊潭公园 非常的方便 好房不等人 请有意者赶快咨询,https://bj.58.com/zufang/37393479642257x.shtml,7400,元/月,押一付三
整租,2室1厅1卫,65,精装修,南,中层,6层,海淀南路24号院,海淀,中关村,"
                                北京市海淀区海淀南路24号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 暖气 可做饭 阳台 , 配套齐全 精装修 ,"房源描述 1、房源介绍：房子是2室，简单装修装修，以前是自住的首次出租，保养的相对得宜，十分的干净舒服，拎包入住。2、小区简介：海淀南路24号院坐落在海淀城区，北临顺平快速路，东临光明南大街，南临仓上街，西临新顺南大街，四面路网非常发达，交通便利。海淀南路24号院主要是板楼户型，也有高层塔楼，高层板楼，板塔结合的大社区。海淀南路24号院的周边配套设施齐全，生活便利，小区环境适宜居住。 3、海淀南路24号院生活环境良好,小区物业管理严格、内部设施齐全、让您生活舒适、安逸。",https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs33AyZ3XTQtFHDZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0RaudKEnqAtxYpB38eg5_HdyBP1ZKMCGY0RIq9A1nlG7osoKBzWpAEveEvZYetOdm7tUgy8gGYBrIukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0Xj-8u-2jBJhAHSphiAeAGU_EgnTnuV4ut2oMzJts5psgWsF5zmZtTCDw&pubid=63985787&apptype=0&psid=158470104203461691489833005&entinfo=37412716981006_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,8000,元/月,押一付三
整租,2室1厅1卫,65,精装修,南,中层,6层,海淀南路24号院,海淀,中关村,"
                                北京市海淀区海淀南路24号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 暖气 可做饭 阳台 , 配套齐全 精装修 ,"房源描述 1、房源介绍：房子是2室，简单装修装修，以前是自住的首次出租，保养的相对得宜，十分的干净舒服，拎包入住。2、小区简介：海淀南路24号院坐落在海淀城区，北临顺平快速路，东临光明南大街，南临仓上街，西临新顺南大街，四面路网非常发达，交通便利。海淀南路24号院主要是板楼户型，也有高层塔楼，高层板楼，板塔结合的大社区。海淀南路24号院的周边配套设施齐全，生活便利，小区环境适宜居住。 3、海淀南路24号院生活环境良好,小区物业管理严格、内部设施齐全、让您生活舒适、安逸。",https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr2F-i3f_Rs334VTsFibqMEnZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0RaudKEnqAtxYpB38eg5_HdyBP1ZKMCGY0RIq9A1nlG7osoKBzWpAEveEvZYetOdm7tUgy8gGYBrIukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0Xj-8u-2jBJhAHSphiAeAGU_EgnTnuV4ut2oMzJts5psgWsF5zmZtTCDw&pubid=63985787&apptype=0&psid=169884238203461691729936113&entinfo=37412716981006_0&cookie=|||&fzbref=1&key=&params=rank0830gspanxuan0099^desc,8000,元/月,押一付三
整租,3室2厅2卫,142,精装修,南北,低层,18层,倒座庙1号院,海淀,苏州桥,"
                                人民大学北路                            ", 床 冰箱 洗衣机 空调 热水器 宽带 暖气 , 精装修 ,"房源描述 房屋亮点  配套齐全 精装修    
   此房的五大理由    1.装修清爽，此房一般装修，干净清爽，可拎包入住,
2.户型好，3室，南北，楼层，采光好
3.*：附近*：，*成长一条龙服务！
4.交通便利：周边公交站点多，周边公交：    5.生活便利：小区地处，周边大银行，医院，商店,生活十分便利 

",https://bj.58.com/zufang/37365243673860x.shtml,15000,元/月,押一付三
整租,1室1厅1卫,50,精装修,南,高层,6层,知春里,海淀,双榆树,"
                                双榆树北路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,"房源描述	【房源亮点】：房子装修非常的好，干净整洁，温馨舒适，照片为实景照片	【户型介绍】：此房为南向一室,50.3平米,空气对流新鲜，易于身心健康！全明格局，采光好，楼层高，阳光充足	【交通出行】：距离地铁知春里380米,业主一直自住，不是为了出租而装修、配家具。平时很爱惜房子，所以房子保持特别好	【周边配套】：精装修，高档家具家电齐全，图片是我刚拍的，室内设施可以看图片，业主诚意出租，现在空置。	【小区信息】：提前预约即可，您方便的时候给我一个电话，尽快带您看房。",https://bj.58.com/zufang/37343915952922x.shtml,6200,元/月,押一付三
整租,2室1厅1卫,90, ,东南,低层,16层,太月园(南区),海淀,知春路,"
                                罗庄东路                            ", 空调 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 有阳台 随时看房 ,"出租要求

禁烟
禁止养宠物
半年起租
租户稳定
作息正常
",https://bj.58.com/zufang/37217773564061x.shtml,10000,元/月,半年付
整租,2室1厅1卫,62,精装修,南北,高层,6层,八里庄路61号院,海淀,定慧寺,"
                                西八里庄路61号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述	1.小区环境好，交通方便紧邻地铁五路居站。	2.室内精装修，家电家具齐全，拎包入住。	3.包物业取暖，看房预约，随时入住。,https://short.58.com/zd_p/c71e1718-3639-476f-a9c9-de5e561ce42f/?target=dc-16-xgk_hvimob_80889525645170q-feykn&end=end,6300,元/月,押一付三
整租,2室1厅1卫,66,精装修,南,中层,14层,北三环中路43号院,海淀,北太平庄,"
                                北三环中路43号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述   房源描述1. 紧邻地铁10号线和公交线路，出行方便。2. 物业和供暖市政供暖，业主全包，您只需承担水电费。3. 居民中上层居住群体，多数是周边单位白领，层次属于高素质群体。4. 房子干净整洁、温馨舒适、业主要求爱干净、能爱惜房子的优先考虑。5.周边配套设施齐全自我介绍感谢您光临北京*房屋租赁有限公司网上店铺，本人一直借助‘*‘这个大平台上为客户服务两年多；一直秉承着‘客观’的态度，以‘诚信’为原则；房源优缺点透明化；凭着‘专业’与‘丰富’的从业经验，也许我不能帮您找到非常好的房子，但我能替您找到非常合适的房子。主做范围：金尚嘉园、华亭嘉园、华盛家园、冠城园、牡丹园西里、牡丹园东里、北影小区、藤花紫院、北医大宿舍、塔院小区、中鑫嘉园、北极寺小区、防化大院、华严北里、华严里、华严北里中科院、马甸经典、牡丹园北里、都景苑小区、龙翔路小区、有研宿舍、庚坊国际、花园公寓、牛奶厂宿舍、西单宿舍、塔院小区、北医大宿舍、戛纳35号院、花园路18号院、北太平庄小区、种子公司、月季园、月华轩、元大都7号、马甸电信宿舍、健翔国际公寓，健翔园、志新村小区、志新村北里、二里庄小区、二里庄北里、石油大院、二里庄第七干休所、二里庄第四干休所、锦秋知春、等周边小区！       ,https://bj.58.com/zufang/37410159006493x.shtml,7998,元/月,押一付三
整租,3室2厅2卫,122,精装修,东南,中层,9层,百旺茉莉园(一期),海淀,西北旺,"
                                海淀区西北旺四街                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,"房源描述




					  
				

  即约即看 【】假一罚百



					  
				





					  
				





					  
				





					  
				



        ",https://bj.58.com/zufang/37343691407240x.shtml,10000,元/月,押一付三
整租,2室1厅1卫,62, ,东北,低层,16层,石油大院,海淀,二里庄,"
                                学院路20号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 随时看房 ,"出租要求

一家人
禁止养宠物
一年起租
",https://bj.58.com/zufang/36650480565402x.shtml,7200,元/月,押一付三
整租,2室1厅1卫,86,精装修,南,高层,10层,琨御府,海淀,定慧寺,"
                                蓝靛厂南路                            ", , 精装修 ,房源描述【小区位置】：琨御府位于北京市海淀区西三、四环之间，蓝靛厂南路与玲珑路交汇处西北角【小区外观】：琨御府，在城市核心以兼容并蓄之势，融合建筑与环境，呈现功能丰富的建筑群落。以多元业态的融合共生为基础，建立互相依存、互相裨益的全功能生活区，谨献醇熟的城央生活【户型描述】：与另一套房打通了，现在的户型是南向两居【装修情况】：精装修【生态配套】：1、琨御府占据着城市核心地带极为珍贵的土地资源的同时，坐拥昆玉河、玲珑公园等得天独厚的自然资源2、小区内有独立的地下停车场，公共娱乐休闲设施，环境优美【交通配套】：1、地铁：6号线慈寿寺；海淀五路居；10号线车道沟；2、公交：慈寿寺桥站、善家坟站、五路站等多条交通线路直达，交通便利，四通八达。,https://bj.58.com/zufang/37358246618766x.shtml,13000,元/月,押一付三
整租,2室1厅1卫,76.9,精装修,南北,高层,11层,肖家河回迁住宅(东区),海淀,肖家河,"
                                圆明园西路34号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 押一付一 配套齐全 精装修 ,房源描述很荣幸您能打开我的帖子，此房我已经亲自看过，并做过实地的勘验，有业主签订的委托协议。1：付款方式（不用季付。不用半年付。不用年付！只要月付）2：提供租客（入住此房必须提供*复印件和*明复印件（学生，出示学生证），每间屋内顶多租住2人，超过2人谢绝入住，保证居住环境安心、安静）3：宜家家具、品牌家电（海尔、美的、格力等）4：月度保洁（每个月公司到房间免费做一次深度保洁）、5：及时维修（一个电话，让您居住无忧）6：水电煤气（使用多少均摊交付多少，本公司不参与收费！水：5元/吨，电0.4883元/度，燃气2.28元/方）7：看房方便（房子都有钥匙，随时带您免费看房，入住后有房屋管家专业为您服务！）小区介绍第一：地理位置优越。第二：公交地铁十分方便。出行方便，上下班方便。第三：购物方便，节省您的宝贵时间。第四：小区绿化率高。环境优美。宁静和谐，好环境总会给人带来好心情。第五：房干净整洁，温馨舒适，窗明几净，就等着您的拎包入住。第六：家电家具全新，全封闭式小区管理房子干净，家电家具齐全，能洗澡做饭，交通购物便利。,https://bj.58.com/zufang/37400213143833x.shtml,7800,元/月,押一付一
整租,2室1厅1卫,65,精装修,南北,中层,16层,罗庄西里,海淀,知春路,"
                                知春路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述 房屋亮点  邻地铁 配套齐全 精装修  房源描述    房屋亮点 邻地铁 精装修  房源描述 1、房屋干净整洁，格局合理，家具家装精美，全新家电，面积大，楼层适中，朝向好，居住舒适，是您理想的居所2、小区环境优雅，周边配套设施齐全，有众多健身设施，多个小公园，紧邻多家大型，购物便利。3、交通便利，为您出行提供便利，临近地铁，另有多条公交线路路过此地，非常方便。4、提前预约即可，您方便的时候给我一个电话，尽快带您看房。5、业主要求租户爱惜房子，保持房子干净整洁，不要随便违约！  ,https://bj.58.com/zufang/37372466309133x.shtml,6900,元/月,押一付二
整租,2室1厅1卫,110, ,东南,中层,28层,莲花小区,海淀,万寿路,"
                                莲花池西路                            ", 床 衣柜 沙发 冰箱 洗衣机 空调 热水器 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 南北通透 有阳台 随时看房 ,"出租要求

一家人
禁止养宠物
一年起租
租户稳定
作息正常
",https://bj.58.com/zufang/37258362969879x.shtml,8800,元/月,半年付
整租,5室2厅2卫,170, ,南,高层,6层,金榜园,海淀,西三旗,"
                                京藏高速                            ", 床 衣柜 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 独立卫生间 , 已传房本 邻地铁 配套齐全 南北通透 有阳台 随时看房 ,"出租要求

租户稳定
",https://bj.58.com/zufang/37204354289953x.shtml,14000,元/月,半年付
整租,1室1厅1卫,55,精装修,南,中层,6层,新建宫门路35号院,海淀,万泉河,"
                                新建宫门路35号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述  1.家电家具齐全、宽敞明亮、布局大方、采光非常好、2.物业和供暖市政供暖，业主全包，您只需承担水电网费。。。3.居民中上层群体，多数是周边单位白领，层次属于高素质群体。。。4.房子干净整洁、温馨舒适、业主要求爱干净、能爱惜房子的优先考虑。。。5.周边配套设施齐全。地理位置优越，公交地铁十分方便。 ,https://short.58.com/zd_p/4179af83-f8a4-4256-be33-522d8fd18bc2/?target=dc-16-xgk_hvimob_80888330281786q-feykn&end=end,5000,元/月,押一付三
整租,1室1厅1卫,51,精装修,南,低层,31层,八家嘉园,海淀,五道口,"
                                双清路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,"房源描述
	    八家嘉苑是北京以家庭的需要为核心从项目硬件到生活软件，配合全新物业形态统一规划的全功能亲人社区，住宅主体以全然不同的功能设计规划。社区整体功能分区：针对不同成员的生活习惯和需要，提供相应的设施。物业形态上注重因爱而居的社区核心思想：营造人文环境，鼓励邻里交流，促进睦邻关系。




周围商店：： 易初莲花，华联购物，圣熙八号

	周边：：农业，建设


	餐饮：配套齐全
公交：运通110路、355路、333路



",https://bj.58.com/zufang/37399395593873x.shtml,6000,元/月,押一付三
整租,2室1厅1卫,83,精装修,南北,高层,10层,友谊嘉园,海淀,西北旺,"
                                友谊路                            ", , 精装修 ,房源描述正规两居 随时入住  空房出租 性价比高,https://bj.58.com/zufang/37211252911375x.shtml,4500,元/月,半年付
整租,2室2厅2卫,163,精装修,南北,中层,6层,万泉新新家园,海淀,万柳,"
                                巴沟南路35号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述 一 、房源介绍  本房位于万泉新新家园二期，中高层，采光视野好，两卧朝南，客厅朝北，2室1书房2厅2卫，全明格局，此价包含一个地下车位，电梯直达。房子现在空置，业主就在附近住，提前约安排看房。  二、租房原因业主近几年不过来住，所以向外出租，现租户马上到期，室内家具家电齐全，业主希望租给居家的、能爱惜房子的客户。三 、小区介绍万泉新新家园融汇欧洲古典建筑风格与中国现代居住环境理念，规划设计以人为本，古典三段式欧陆洋房，功能完善的配套设施，清晰划分的小区生活空间，并实现了人车分流、无障碍通行的交通组织方式。更有一条50米宽的林荫步行大道纵贯小区南北，与小区33000平的绿地花园相连，再加上小区北侧京西绿色园林走廊使小区融汇成为一派园林绿化风貌。四、价格优势业主报价23000，年付有商量，带车位                            ,https://bj.58.com/zufang/37337856439959x.shtml,23000,元/月,押一付三
整租,1室0厅1卫,26, ,南北,共3层, ,环保园北安河地铁附近独...,海淀,温泉,"
                                北京市海淀区温阳路辅路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 已传房本 押一付一 配套齐全 有阳台 随时看房 ,房源描述16号线北安河地铁附近楼房，25-32平单间套间整租，房间全部采用实体墙，宽敞明亮。配套大双人床，衣柜，电脑桌，沙发，空调，地暖。独立厨卫，热水器抽油烟机均有。有停车位，附近商场超市饭店生活设施便利齐全。距离北安河地铁站3公里，公寓到地铁站有免费班车，早6点30到晚10点30。班车到公寓7分钟，坐公交到地铁站10分钟。房价1900-2300，押一付一免中介，欢迎前来入住。,https://bj.58.com/zufang/37382625919523x.shtml,1900,元/月,押一付一
整租,1室1厅1卫,70,豪华装修,西,中层,24层,橙色年代,海淀,公主坟,"
                                万丰路18号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 精装修 有阳台 首次出租 随时看房 ,"出租要求

禁止养宠物
一年起租
租户稳定
作息正常
",https://bj.58.com/zufang/37345288871208x.shtml,6000,元/月,年付
整租,2室1厅1卫,80,精装修,西南,低层,12层,远大园六区,海淀,世纪城,"
                                板井路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 暖气 可做饭 阳台 独立卫生间 , 邻地铁 配套齐全 精装修 ,房源描述【小区位置】小区位于世纪城一期，出行购物和去附小都比较近。【小区外观】目前小区外观保持的还很新，是个比较好的小区。【装修情况】屋内装修比较普通，整体基础还是好的，【业主心态】目前房子出租中，有合适的客户开、可以和租户协商安排看房。【小区配套】园区内人车分流，出行安全。【交通配套】世纪城位于海淀区长春桥，紧邻地铁10号线长春桥站火器营站，交通便捷，出入酣畅淋漓。与海淀区政府一河之隔，距北三环苏州桥和中关村不远。从四环沿线迅速到达北京南北东西各方位，世纪城远大路为2002年修成的50米宽高等级公路。距颐和园，香山，西山八大处等西部风景名胜区10FZ路程。【生活配套】一个68万平米的大型shoppingmall——金源时代购物商城，集商业、娱乐、购物、休闲为一体。下沉式广场、5000平米社区服务提供社区休闲好去处，在世纪城三期，248万平米的超大规模生态住宅，造就充满绿色气息的生活之城。,https://bj.58.com/zufang/37369047986719x.shtml,8900,元/月,半年付
整租,2室1厅1卫,80,精装修,西南,低层,18层,农科院小区,海淀,皂君庙,"
                                中关村南大街12号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 配套齐全 精装修 ,房源描述非常荣幸能够为您服务，2019年，你我缘分从一个电话开始……….世界上遥远的*不是生与死，而是你看了房源信息不给我打电话5理由：地理位置优越，附近公交，站出行上下班方便、第二：生活购物，市场买菜，各种特色小吃方便。第三：小区高，环境优美，好环境总会给人带来好心情。第四：房子干净整洁，温馨舒适，在简单打扫下卫生，可以拎包入住第五：正规，宽敞明亮，布局大方，采光好，无遮挡，不临街不吵没有太多华丽的语言来描述这个房源，希望您可以联系我，网页百浏览不如自己亲自一见！不找急找房的您可以提前看房提前预定，自我介绍：我是店经理施阳阳，非常荣幸的能够为您服务！希望您可以给我们之间一个合作的机会，本人从事房产工作两年多，希望积累的经验可以帮助您。自我的个人服务宗旨：争取让您省钱！安心！放心！真诚服务！,https://bj.58.com/zufang/37359741032852x.shtml,12000,元/月,押一付三
整租,1室0厅1卫,37.49,精装修,北,中层,12层,五月华庭,海淀,小西天,"
                                文慧园路6号                            ", 床 衣柜 电视 冰箱 洗衣机 空调 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 精装修 有阳台 随时看房 ,"出租要求

租户稳定
禁烟
",https://bj.58.com/zufang/37333403524902x.shtml,5500,元/月,押一付三
整租,3室1厅1卫,95, ,东,共5层, ,翠微南里,海淀,公主坟,"
                                玉渊潭南路                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 有阳台 随时看房 ,"出租要求

一家人
禁止养宠物
租户稳定
作息正常
一年起租
",https://bj.58.com/zufang/37243111850904x.shtml,8300,元/月,押一付三
整租,2室0厅1卫,53,精装修,南北,共5层, ,车公庄西路16号院-1...,海淀,增光路,"
                                北京市海淀区车公庄西路16号                            ", 床 衣柜 沙发 电视 冰箱 洗衣机 空调 热水器 宽带 暖气 可做饭 阳台 独立卫生间 , 已传房本 邻地铁 配套齐全 精装修 南北通透 有阳台 ,"出租要求

一家人
禁止养宠物
一年起租
租户稳定
作息正常
禁烟
",https://bj.58.com/zufang/37095962215956x.shtml,7000,元/月,押一付三
